xac,yac,zac,xang,yang,zang,tempo,amostra
2104,523,9647,-127,-131,-326,0,0
1618,641,9301,-111,-131,-335,12267,1
1377,753,9268,-102,-175,-355,22092,2
1483,656,9202,-96,-220,-380,32210,3
1824,505,9542,-90,-257,-404,42054,4
1843,359,9638,-79,-262,-428,52149,5
2210,686,9319,-67,-243,-446,62302,6
2608,733,9641,-49,-237,-457,72135,7
2741,720,9829,-37,-201,-465,82292,8
2706,496,10276,-25,-152,-475,92135,9
2459,433,10428,-17,-122,-489,102259,10
2466,573,10505,-17,-130,-511,112397,11
2830,313,10971,-18,-152,-528,122204,12
3167,342,10909,-15,-139,-540,132018,13
2983,312,10833,-17,-109,-555,142245,14
3221,393,10509,-18,-106,-558,152077,15
3335,534,10063,-22,-114,-561,162204,16
3587,524,9815,-24,-106,-565,172016,17
3738,533,9823,-22,-87,-557,182169,18
3673,470,9704,-13,-83,-554,192007,19
3639,693,9629,-9,-74,-554,202098,20
3451,476,9567,-1,-71,-557,212249,21
3532,475,9519,10,-82,-563,222082,22
3592,425,9298,19,-114,-567,232229,23
3861,467,9267,36,-138,-567,242089,24
4019,508,9319,52,-143,-561,252238,25
4466,307,9797,69,-143,-548,262075,26
4656,188,9914,87,-131,-534,272224,27
4407,116,9868,105,-115,-516,282062,28
4572,354,9994,112,-98,-504,292222,29
5061,343,10317,123,-111,-487,302054,30
5140,338,10443,135,-79,-460,312070,31
4603,248,10056,144,-46,-442,321893,32
4530,299,10180,149,-49,-431,332077,33
4755,635,10371,155,-49,-422,341939,34
5126,450,10557,162,-54,-401,352128,35
5266,532,10151,177,-37,-377,362304,36
5278,472,10218,184,-23,-355,372088,37
5323,313,10399,197,-14,-328,381864,38
5046,481,10352,207,0,-314,391968,39
5041,473,10425,214,5,-300,402054,40
5267,562,10650,216,19,-293,411851,41
5444,524,10677,218,45,-283,421962,42
5338,568,10812,222,77,-267,432090,43
5474,595,10882,227,108,-256,441951,44
5536,536,10799,232,134,-243,452079,45
5523,518,10834,240,161,-230,461860,46
5582,536,10799,251,183,-214,471978,47
5476,608,10706,264,205,-209,482104,48
5336,545,10578,279,235,-211,491898,49
5360,333,10391,295,262,-219,502610,50
5502,233,10698,319,299,-237,512084,51
5434,-145,10750,343,353,-259,521882,52
5600,-367,11062,371,390,-295,532013,53
5251,-241,10874,397,416,-323,542061,54
