xac,yac,zac,xang,yang,zang,tempo,amostra
254,-7012,6410,3,-76,-509,1,0
187,-7522,6818,44,25,-418,3367,1
744,-7417,7326,86,147,-320,13410,2
837,-6643,7468,125,258,-235,23434,3
128,-6638,7291,139,345,-168,33540,4
-1506,-6645,7345,145,333,-137,43284,5
-3153,-6538,6505,138,261,-115,53285,6
-3988,-5670,6233,143,192,-122,63393,7
-3675,-4275,5249,157,249,-167,73425,8
-4374,-2573,3205,163,255,-278,83514,9
-4449,-1052,2363,161,384,-382,93552,10
-4032,-259,2282,135,453,-548,103510,11
-3272,407,3264,99,487,-691,113275,12
-2575,1355,4251,71,531,-798,123391,13
-2235,1776,5386,39,563,-901,133440,14
-2076,2303,6068,12,597,-992,143537,15
-1175,2929,7451,-11,585,-1067,153298,16
-85,4303,7747,-30,604,-1163,163406,17
1163,5482,8908,-56,570,-1290,173459,18
1444,5988,8372,-86,535,-1420,183270,19
2421,5391,8314,-132,535,-1539,193466,20
3032,4248,7727,-151,535,-1664,203826,21
2899,1976,6955,-146,491,-1732,213309,22
1679,-1803,6674,-75,358,-1795,223415,23
876,-5196,6437,58,185,-1835,233303,24
640,-6950,5155,198,-18,-1833,243306,25
1196,-5984,4325,297,-200,-1765,253417,26
2583,-2056,3868,328,-231,-1657,263249,27
4736,1244,3745,304,-63,-1567,273311,28
6563,650,3519,268,147,-1545,283432,29
6461,-2433,3533,250,329,-1528,293279,30
4949,-4723,3324,257,494,-1397,303460,31
3284,-4527,3414,286,612,-1174,313286,32
2361,-2456,3227,329,678,-935,323604,33
1713,-102,3003,356,720,-721,333421,34
692,1572,5292,385,772,-493,343189,35
730,1482,6281,521,836,-298,353243,36
2659,3647,-1841,364,681,-218,363277,37
-3034,7357,3234,271,183,-5,373295,38
-8101,8522,8500,194,674,385,383324,39
-7788,8459,6919,162,1170,757,393400,40
-7474,6049,6125,29,949,960,403395,41
-7740,4202,8295,-171,506,1146,413181,42
-6721,3628,10752,-240,359,1297,423248,43
-5191,3417,10515,-252,40,1420,433325,44
-3459,3120,10472,-301,-383,1504,443139,45
-1921,2824,10016,-324,-686,1526,453234,46
-911,2507,10290,-309,-809,1553,463287,47
887,2201,9719,-273,-773,1597,473319,48
3145,1840,9268,-234,-706,1627,483105,49
5315,1740,9332,-206,-644,1650,493144,50
7149,1344,9753,-179,-487,1647,503170,51
7507,1153,8555,-126,-319,1606,513302,52
9461,423,8695,-121,-195,1524,523386,53
4811,845,8334,-117,6,1437,533189,54
6887,813,7747,-141,138,1496,543272,55
6573,275,7759,-163,49,1192,553309,56
4084,-384,8611,-182,6,1009,563099,57
4981,-105,8527,-196,-35,1016,573150,58
5313,-408,8638,-199,-157,923,583197,59
4226,-1108,8888,-192,-250,799,593290,60
3420,-1284,8495,-170,-334,730,603092,61
3456,-1359,8380,-149,-432,683,613467,62
3775,-1439,8371,-119,-518,648,623284,63
3535,-1243,8323,-89,-576,635,633066,64
2934,-971,8621,-49,-613,640,643152,65
2371,-529,9123,-5,-603,660,653216,66
1795,-155,9461,42,-572,704,663295,67
1251,76,9231,85,-555,764,673100,68
571,265,8991,122,-585,821,683162,69
-262,160,8909,148,-660,871,693090,70
-711,-11,8664,175,-748,926,703161,71
-539,-407,8597,205,-831,983,713043,72
-202,-469,8516,234,-919,1028,723145,73
11,-693,8381,260,-981,1070,733206,74
240,-910,8208,290,-1013,1110,743012,75
595,-1053,8295,318,-1023,1137,753117,76
480,-1123,7815,338,-1001,1158,763179,77
415,-973,7399,338,-991,1174,773301,78
593,-758,6961,329,-981,1172,783119,79
920,-361,6483,309,-962,1152,793186,80
1160,-251,6470,276,-933,1126,803302,81
1588,-47,6402,248,-862,1099,813168,82
1900,177,6618,223,-747,1080,823243,83
1976,266,6911,198,-582,1057,833060,84
2117,211,7064,179,-423,1028,843169,85
2271,348,6972,160,-308,990,853001,86
2154,951,6812,137,-231,924,863068,87
1541,1398,6171,98,-210,846,873182,88
785,1625,6665,47,-249,742,883019,89
-109,1853,6484,-9,-355,605,893137,90
-271,1976,6673,-68,-503,459,902929,91
1180,1497,6649,-91,-587,329,913574,92
3646,897,6488,-96,-561,219,923098,93
6090,853,5653,-123,-471,122,932949,94
7570,635,6635,-167,-299,-2,943059,95
8155,906,6800,-170,-2,-185,953181,96
9211,1413,4446,-226,193,-379,963030,97
11104,1159,4119,-338,239,-612,973167,98
11935,-205,6683,-422,332,-887,983021,99
4999,-1175,9880,-417,385,-1109,993156,100
-5369,-256,11181,-429,527,-1090,1003025,101
-13466,774,12942,-376,546,-946,1013162,102
-17572,634,12050,-330,448,-826,1024131,103
-14857,-885,9656,-312,286,-672,1033098,104
-4554,-3005,7192,-307,55,-593,1042927,105
6123,-4976,7187,-340,-220,-712,1053060,106
7941,-5540,11056,-370,-249,-868,1062911,107
270,-4349,11260,-332,367,-837,1073188,108
-5986,-2693,8600,-326,816,-686,1083051,109
-6963,-2441,6774,-345,774,-621,1092922,110
-4139,-3525,6930,-364,574,-657,1103060,111
-1369,-4119,8493,-361,449,-675,1112925,112
-876,-2899,8554,-319,551,-630,1122926,113
-1856,-1036,8438,-287,662,-597,1132890,114
-3425,87,7969,-240,604,-633,1143051,115
-4437,1143,7573,-189,395,-680,1153206,116
-4372,3168,6599,-144,165,-715,1163075,117
-3629,5838,5931,-138,-83,-763,1172938,118
-3004,8583,5099,-136,-324,-869,1183079,119
-2625,10139,4015,-152,-467,-1000,1193079,120
